input_tokens,output_tokens,reasoning_tokens,cached_tokens,total_time,prefill_latency,token_latencies
1047,2,0,0,0.5877811908721924,0.5701467990875244,[0.5701467990875244]
1047,2,0,0,0.3083646297454834,0.30501508712768555,[0.30501508712768555]
1047,2,0,0,0.26915645599365234,0.265897274017334,[0.265897274017334]
1047,2,0,0,0.6307854652404785,0.6303372383117676,[0.6303372383117676]
1047,2,0,0,0.4386930465698242,0.4371631145477295,[0.4371631145477295]
1047,2,0,0,0.5511810779571533,0.5486984252929688,[0.5486984252929688]
1047,2,0,0,0.5072011947631836,0.5069482326507568,[0.5069482326507568]
1047,2,0,0,0.3692159652709961,0.36568522453308105,[0.36568522453308105]
1047,2,0,0,0.28009772300720215,0.2758297920227051,[0.2758297920227051]
1047,2,0,0,0.26726245880126953,0.2613224983215332,[0.2613224983215332]
1047,2,0,0,0.2754349708557129,0.27010035514831543,[0.27010035514831543]
1047,2,0,0,0.3499469757080078,0.3465709686279297,[0.3465709686279297]
1047,2,0,0,0.31925010681152344,0.31496119499206543,[0.31496119499206543]
1047,2,0,0,0.3224167823791504,0.3197774887084961,[0.3197774887084961]
1047,2,0,0,0.2902028560638428,0.28992772102355957,[0.28992772102355957]
1047,2,0,0,0.7260656356811523,0.7107055187225342,[0.7107055187225342]
1047,2,0,0,0.3819286823272705,0.38146162033081055,[0.38146162033081055]
1047,2,0,0,0.2995891571044922,0.29928159713745117,[0.29928159713745117]
1047,2,0,0,0.5291330814361572,0.5223886966705322,[0.5223886966705322]
1047,2,0,0,0.42583656311035156,0.42313456535339355,[0.42313456535339355]
1047,2,0,0,0.3160698413848877,0.31555747985839844,[0.31555747985839844]
1047,2,0,0,0.2724568843841553,0.26519250869750977,[0.26519250869750977]
1047,2,0,0,1.0693309307098389,1.063843011856079,[1.063843011856079]
1047,2,0,0,1.03584885597229,1.0354371070861816,[1.0354371070861816]
1047,2,0,0,0.2556769847869873,0.2523229122161865,[0.2523229122161865]
1047,2,0,0,0.31784868240356445,0.3173525333404541,[0.3173525333404541]
1047,2,0,0,0.4555995464324951,0.44219040870666504,[0.44219040870666504]
1047,2,0,0,0.35062241554260254,0.35018277168273926,[0.35018277168273926]
1047,2,0,0,0.2911667823791504,0.28583574295043945,[0.28583574295043945]
1047,2,0,0,0.3708350658416748,0.3614523410797119,[0.3614523410797119]
1047,2,0,0,0.2860593795776367,0.28357744216918945,[0.28357744216918945]
1047,2,0,0,1.0429582595825195,1.0357775688171387,[1.0357775688171387]
1047,2,0,0,0.3633880615234375,0.3598031997680664,[0.3598031997680664]
1047,2,0,0,0.2601172924041748,0.25557374954223633,[0.25557374954223633]
1047,2,0,0,0.9079239368438721,0.8974168300628662,[0.8974168300628662]
1047,2,0,0,0.30486011505126953,0.29950857162475586,[0.29950857162475586]
1047,2,0,0,0.3370943069458008,0.32163190841674805,[0.32163190841674805]
1047,2,0,0,0.37353515625,0.3702092170715332,[0.3702092170715332]
1047,2,0,0,0.37532758712768555,0.3695707321166992,[0.3695707321166992]
1047,2,0,0,0.3439056873321533,0.34110569953918457,[0.34110569953918457]
1047,2,0,0,0.28891849517822266,0.2853231430053711,[0.2853231430053711]
1047,2,0,0,0.29970455169677734,0.2975881099700928,[0.2975881099700928]
1047,2,0,0,0.47510576248168945,0.4712069034576416,[0.4712069034576416]
1047,2,0,0,0.298215389251709,0.2946631908416748,[0.2946631908416748]
1047,2,0,0,0.646775484085083,0.6404647827148438,[0.6404647827148438]
1047,2,0,0,0.39077115058898926,0.39034223556518555,[0.39034223556518555]
1047,2,0,0,0.30914735794067383,0.30452966690063477,[0.30452966690063477]
1047,2,0,0,0.6867239475250244,0.6825275421142578,[0.6825275421142578]
1047,2,0,0,0.5347001552581787,0.5344219207763672,[0.5344219207763672]
1047,2,0,0,0.36167430877685547,0.35101985931396484,[0.35101985931396484]
