input_tokens,output_tokens,reasoning_tokens,cached_tokens,total_time,prefill_latency,token_latencies
85,2,0,0,0.5066986083984375,0.5020537376403809,[0.5020537376403809]
85,2,0,0,0.2426018714904785,0.2380023002624511,[0.23800230026245117]
85,2,0,0,0.2533917427062988,0.2518143653869629,[0.2518143653869629]
85,2,0,0,0.3397552967071533,0.3393728733062744,[0.3393728733062744]
85,2,0,0,0.3573579788208008,0.3506176471710205,[0.3506176471710205]
85,2,0,0,0.3084690570831299,0.3068530559539795,[0.3068530559539795]
85,2,0,0,0.3607516288757324,0.3595764636993408,[0.3595764636993408]
85,2,0,0,0.4119870662689209,0.4106478691101074,[0.4106478691101074]
85,2,0,0,0.2503640651702881,0.2475945949554443,[0.24759459495544434]
85,2,0,0,3.947716236114502,3.9465296268463135,[3.9465296268463135]
85,2,0,0,0.3027627468109131,0.3023922443389892,[0.30239224433898926]
85,2,0,0,0.3079361915588379,0.3073954582214355,[0.30739545822143555]
85,2,0,0,0.2529246807098388,0.2445769309997558,[0.24457693099975586]
85,2,0,0,0.2606914043426513,0.2599794864654541,[0.2599794864654541]
85,2,0,0,0.3044650554656982,0.3038029670715332,[0.3038029670715332]
85,2,0,0,0.4176146984100342,0.4097537994384765,[0.40975379943847656]
85,2,0,0,0.4057445526123047,0.4045112133026123,[0.4045112133026123]
85,2,0,0,0.2564921379089355,0.2558965682983398,[0.25589656829833984]
85,2,0,0,0.2312254905700683,0.2258422374725341,[0.22584223747253418]
85,2,0,0,8.932250261306763,8.930863618850708,[8.930863618850708]
85,2,0,0,0.3072469234466553,0.3066842555999756,[0.3066842555999756]
85,2,0,0,0.3083128929138183,0.3068873882293701,[0.3068873882293701]
85,2,0,0,0.3035612106323242,0.3031785488128662,[0.3031785488128662]
85,2,0,0,0.3069014549255371,0.3060498237609863,[0.30604982376098633]
85,2,0,0,0.3073995113372803,0.3069372177124023,[0.30693721771240234]
85,2,0,0,0.3072645664215088,0.3065330982208252,[0.3065330982208252]
85,2,0,0,0.3028063774108886,0.3015134334564209,[0.3015134334564209]
85,2,0,0,0.736351728439331,0.7338042259216309,[0.7338042259216309]
85,2,0,0,0.295623779296875,0.2941584587097168,[0.2941584587097168]
85,2,0,0,0.2678263187408447,0.2648742198944092,[0.2648742198944092]
85,2,0,0,0.3439593315124511,0.3425428867340088,[0.3425428867340088]
85,2,0,0,0.3079848289489746,0.3067250251770019,[0.30672502517700195]
85,2,0,0,0.3073387145996094,0.3056662082672119,[0.3056662082672119]
85,2,0,0,0.3104376792907715,0.3098652362823486,[0.30986523628234863]
85,2,0,0,0.2601077556610107,0.2488198280334472,[0.24881982803344727]
